"original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nome_especie","establishmentMeans","occurrenceRemarks","location","lifeForm","vegetationType","habitat","GTSearch"
"Fabaceae","Senegalia incerta (Hoehne) Seigler & Ebinger","Senegalia incerta (Hoehne) Seigler & Ebinger",135087,"Fabaceae","Senegalia incerta (Hoehne) Seigler & Ebinger",135087,,"LFB","name ok","","Senegalia incerta","NATIVA","Endemica/Cerrado","BR-MT","Árvore","Cerrado (lato sensu)","Terrícola",
"Fabaceae","Senegalia latifoliola (Kuntze) Seigler & Ebinger","Senegalia latifoliola (Kuntze) Seigler & Ebinger",103530,"Fabaceae","Senegalia latifoliola (Kuntze) Seigler & Ebinger",103530,,"LFB","name ok","","Senegalia latifoliola","NATIVA","Endemica/Cerrado","BR-MT","Arbusto-Árvore","Cerrado (lato sensu)","Terrícola",
"Fabaceae","Senegalia ricoae (Bocage & Miotto) L.P.Queiroz","Senegalia ricoae (Bocage & Miotto) L.P.Queiroz",103573,"Fabaceae","Senegalia ricoae (Bocage & Miotto) L.P.Queiroz",103573,,"LFB","name ok","","Senegalia ricoae","NATIVA","Endemica/Caatinga","BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Fabaceae","Stryphnodendron duckeanum Occhioni","Stryphnodendron duckeanum Occhioni",23175,"Fabaceae","Stryphnodendron duckeanum Occhioni",23175,,"LFB","name ok","","Stryphnodendron duckeanum","NATIVA","Endemica/Amazônia","BR-RO-BR-AM-BR-AC","Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Fabaceae","Swartzia alagoensis R. B. Pinto, Torke & Mansano","Swartzia alagoensis R. B. Pinto, Torke & Mansano",130703,"Fabaceae","Swartzia alagoensis R. B. Pinto, Torke & Mansano",130703,,"LFB",,"","Swartzia alagoensis","NATIVA","Endemica/","BR-SE-BR-AL","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Swartzia arenophila R. B. Pinto, Torke & Mansano","Swartzia arenophila R. B. Pinto, Torke & Mansano",130704,"Fabaceae","Swartzia arenophila R. B. Pinto, Torke & Mansano",130704,,"LFB",,"","Swartzia arenophila","NATIVA","Endemica/Mata Atlântica","BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Swartzia fimbriata Ducke","Swartzia fimbriata Ducke",78800,"Fabaceae","Swartzia fimbriata Ducke",78800,,"LFB","name ok","","Swartzia fimbriata","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Igapó","Terrícola","sim"
"Rubiaceae","Kerianthera longiflora Zappi & C.T. Oliveira","Kerianthera longiflora Zappi & C.T. Oliveira",127903,"Rubiaceae","Kerianthera longiflora Zappi & C.T. Oliveira",127903,,"LFB","name ok","","Kerianthera longiflora","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES","Arbusto-Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Ladenbergia chapadensis S.Moore","Ladenbergia chapadensis S.Moore",32610,"Rubiaceae","Ladenbergia chapadensis S.Moore",32610,,"LFB","name ok","","Ladenbergia chapadensis","NATIVA","Endemica/Cerrado","BR-MT","Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Rubiaceae","Palicourea apiculata (Müll.Arg.) C.MTaylor","Palicourea apiculata (Müll.Arg.) C.MTaylor",604052,"Rubiaceae","Palicourea apiculata (Müll.Arg.) C.MTaylor",604052,,"LFB",,"","Palicourea apiculata","NATIVA","Endemica/Mata Atlântica","BR-RJ","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)",,
"Rubiaceae","Palicourea fissistipula (Müll.Arg.) C.M.Taylor","Palicourea fissistipula (Müll.Arg.) C.M.Taylor",604054,"Rubiaceae","Palicourea fissistipula (Müll.Arg.) C.M.Taylor",604054,,"LFB",,"","Palicourea fissistipula","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-MG-BR-RJ","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Rubiaceae","Palicourea forsteronioides (Müll.Arg.) C.M.Taylor","Palicourea forsteronioides (Müll.Arg.) C.M.Taylor",604057,"Rubiaceae","Palicourea forsteronioides (Müll.Arg.) C.M.Taylor",604057,,"LFB",,"","Palicourea forsteronioides","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-SP","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Rubiaceae","Palicourea malaneoides (Müll.Arg.) C.M.Taylor","Palicourea malaneoides (Müll.Arg.) C.M.Taylor",604058,"Rubiaceae","Palicourea malaneoides (Müll.Arg.) C.M.Taylor",604058,,"LFB",,"","Palicourea malaneoides","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-SC-BR-ES-BR-MG-BR-SP-BR-RJ","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Palicourea minutiflora (Müll.Arg.) C.M.Taylor","Palicourea minutiflora (Müll.Arg.) C.M.Taylor",604060,"Rubiaceae","Palicourea minutiflora (Müll.Arg.) C.M.Taylor",604060,,"LFB",,"","Palicourea minutiflora","NATIVA","Endemica/Mata Atlântica","BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Rubiaceae","Platycarpum egleri G.K.Rogers","Platycarpum egleri G.K.Rogers",39049,"Rubiaceae","Platycarpum egleri G.K.Rogers",39049,,"LFB","name ok","","Platycarpum egleri","NATIVA","Endemica/Amazônia","BR-RR","Árvore","Campinarana","Terrícola","sim"
"Rubiaceae","Platycarpum froesii Bremek.","Platycarpum froesii Bremek.",39050,"Rubiaceae","Platycarpum froesii Bremek.",39050,,"LFB","name ok","","Platycarpum froesii","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Campinarana","Terrícola","sim"
"Rubiaceae","Psychotria krukovii Standl.","Psychotria krukovii Standl.",39135,"Rubiaceae","Psychotria krukovii Standl.",39135,,"LFB","name ok","","Psychotria krukovii","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme","Terrícola","sim"
"Rubiaceae","Psychotria lagoensis Müll.Arg.","Psychotria lagoensis Müll.Arg.",32644,"Rubiaceae","Psychotria lagoensis Müll.Arg.",32644,,"LFB","name ok","","Psychotria lagoensis","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-DF-BR-MG-BR-BA","Arbusto-Árvore","Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Rubiaceae","Psychotria subspathulata (Müll.Arg.) C.M.Taylor","Psychotria subspathulata (Müll.Arg.) C.M.Taylor",14222,"Rubiaceae","Psychotria subspathulata (Müll.Arg.) C.M.Taylor",14222,,"LFB","name ok","","Psychotria subspathulata","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-BA","Arbusto-Árvore","Floresta Ciliar ou Galeria-Floresta Estacional Perenifólia-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Rubiaceae","Remijia physophora Benth. ex K.Schum.","Remijia physophora Benth. ex K.Schum.",39253,"Rubiaceae","Remijia physophora Benth. ex K.Schum.",39253,,"LFB","name ok","","Remijia physophora","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Campinarana-Floresta de Terra Firme","Terrícola","sim"
"Rubiaceae","Retiniphyllum kuhlmannii Standl.","Retiniphyllum kuhlmannii Standl.",39263,"Rubiaceae","Retiniphyllum kuhlmannii Standl.",39263,,"LFB","name ok","","Retiniphyllum kuhlmannii","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-GO-BR-BA-BR-TO-BR-RO-BR-PA-BR-MT-BR-MS","Arbusto-Árvore","Campinarana-Floresta Ciliar ou Galeria-Floresta de Igapó-Floresta Estacional Perenifólia-Savana Amazônica-Vegetação Sobre Afloramentos Rochosos","Aquática-Terrícola","sim"
